judul,link,konten,halaman_sumber_pencarian
Hampir 500 Pekerja Dapat BLT Dana Bagi Hasil Cukai Tembakau,https://finance.detik.com/industri/d-7846558/hampir-500-pekerja-dapat-blt-dana-bagi-hasil-cukai-tembakau,"Sebanyak 499 pekerja di fasilitas produksi Sigaret Kretek Tangan (SKT) PT HM Sampoerna Tbk. (Sampoerna) di Tegal, Jawa Tengah, menerima Bantuan Langsung Tunai Dana Bagi Hasil Cukai Hasil Tembakau (BLT DBHCHT). Penyerahan BLT DBHCHT senilai Rp 600.000 per orang tersebut diberikan secara simbolis oleh Bupati Tegal, Ischak Maulana Rohman, kepada perwakilan pekerja di fasilitas produksi SKT Sampoerna di Tegal, Kamis (27/3/2025). Sebelumnya, sebanyak 310 pekerja di fasilitas produksi Sampoerna yang sama, telah menerima BLT DBHCHT pada 22 Maret 2025.
Bupati Ischak menyatakan bahwa penyaluran BLT DBHCHT merupakan upaya pemerintah untuk meningkatkan kesejahteraan masyarakat, khususnya bagi para buruh tani tembakau dan buruh pabrik rokok yang terdampak kebijakan cukai.
Ischak menuturkan industri SKT memainkan peran penting dalam penerimaan negara melalui cukai hasil tembakau. Industri padat karya ini juga menciptakan ribuan lapangan kerja, termasuk bagi warga di Kabupaten Tegal dan jutaan orang secara nasional. Menurutnya, sangat penting untuk menjaga keberlanjutan industri SKT dengan tetap memperhatikan kesejahteraan para karyawan. Pemerintah Kabupaten Tegal mengapresiasi industri SKT yang berkontribusi dalam mencapai target pertumbuhan ekonomi nasional.
""Terima kasih kepada Sampoerna yang menjadi tuan rumah penyaluran BLT DBHCHT. Penyaluran ini pertama bagi kami sejak dilantik. Sebentar lagi (Hari Raya) Idul Fitri, hari ini, penuh berkah,"" katanya dalam keterangan tertulis, Jumat (28/3/2025).
Program BLT DBHCHT bertujuan untuk meningkatkan kesejahteraan pekerja di industri tembakau. Program ini menjadi cara pemerintah untuk memastikan cukai hasil tembakau kembali ke masyarakat dalam bentuk yang memberikan manfaat langsung, termasuk untuk mendukung keberlanjutan ekonomi.
Di kesempatan yang sama, Kepala Urusan Eksternal Sampoerna, Arief Triastika, mengatakan bahwa Sampoerna berterima kasih kepada Pemerintah, khususnya Pemerintah Kabupaten Tegal, yang terus berupaya memberikan jaminan perlindungan usaha bagi pengusaha dan pekerja, demi menciptakan iklim usaha yang kondusif.
Penyerahan BLT DBHCHT menjadi bentuk nyata kolaborasi antara pemerintah dan pelaku usaha untuk mendukung peningkatan kesejahteraan pekerja dan usaha yang berkelanjutan. ""Penyaluran BLT DBHCHT kepada para pekerja SKT Sampoerna, yang mayoritas adalah ibu-ibu dan perempuan, tentunya sangat bermanfaat untuk menunjang perekonomian keluarga,"" katanya.
Arief menuturkan Sampoerna berkomitmen untuk mengembangkan sumber daya manusia (SDM) unggul, termasuk bagi karyawan SKT, melalui berbagai peningkatan kompetensi agar dapat berkontribusi terhadap kemajuan individu, organisasi, dan negara yang turut berperan dalam mendorong perekonomian daerah dan nasional.
""Sesuai dengan prinsip panduan Sampoerna, yaitu Falsafah Tiga Tangan, kami berkomitmen untuk memberikan nilai tambah kepada para pemangku kepentingan kami, termasuk bagi karyawan. Sampoerna senantiasa mendukung kesejahteraan karyawan, termasuk memberikan dukungan dalam hal pengembangan wirausaha bagi para pekerja SKT selepas waktu bekerjanya sehingga memberi dampak berganda bagi peningkatan roda perekonomian di lingkungan sekitar,"" tutupnya.",https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
Dharma Pongrekun Ajak Warga Jangan Terbiasa BLT: Kita Dididik Jadi Pengemis,https://news.detik.com/pilkada/d-7638442/dharma-pongrekun-ajak-warga-jangan-terbiasa-blt-kita-dididik-jadi-pengemis,"Cagub Jakarta nomor urut 2,Dharma Pongrekun, blusukan di RW 4 Lebak Bulus, Jakarta Selatan (Jaksel). Saat menyapa warga, Dharma menilai bahwa program bantuan langsung tunai (BLT) mendidik orang menjadi malas.
Mulanya, Dharma menyebut bahwa kondisi Jakarta sedang tidak baik-baik saja, terutama pascapandemi COVID-19 lalu. Dharma kemudian menyinggung mengenai penyaluran BLT. Menurutnya, bantuan tersebut disalurkan karena rakyat dianggap sudah mulai miskin.
""Saat ini, saya menyampaikan bahwa Indonesia sedang tidak baik-baik saja. Jakarta sedang tidak baik-baik saja. Apalagi dampak pandemi yang lalu,"" ungkap Dharma saat menyapa warga di RW 4 Kelurahan Lebak Bulus, Jakarta Selatan, pada Kamis (14/11/2024).
""Makanya beberapa waktu yang lalu kita banyak mengenai istilah BLT. Bantuan langsung tunai. Ada makanan gratis. Kalau ibu-ibu cerdas, bapak-bapak cerdas dan memahami, tujuannya apa? Karena rakyat yang dianggap sudah mulai miskin,"" katanya.
Dharma kemudian mengajak agar warga tidak membiasakan diri dengan BLT. Dharma menyebut bantuan tersebut mendidik menjadi seorang pengemis serta malas.
""Makanya, saya ingin mengajak kita semua jangan membiasakan diri dengan BLT. Karena itu menandakan bahwa kita sedang dididik menjadi pengemis tanpa kita sadari. Karena BLT maupun makanan gratis itu mendidik orang menjadi malas,"" ujar Dharma.
Sementara itu, Dharma menyebut dirinya telah memiliki program untuk minggu pertama ketika menjabat gubernur nanti. Dharma mengatakan akan mencarikan dan memberikan pekerjaan khususnya kepada warga yang belum memiliki pekerjaan.
""Di minggu pertama saya menjabat, saya akan mencarikan, memberikan pekerjaan kepada warga. Khusus saya utamakan yang belum punya pekerjaan,"" kata Dharma.
Lebih lanjut, Dharma kemudian menjelaskan cara dirinya mencarikan pekerjaan untuk warga. Dharma menyebut akan melamarkan warga yang belum bekerja ke perusahaan-perusahaan.
""Saya akan melamarkan warga yang belum punya pekerjaan ke perusahaan-perusahaan yang ada di Jakarta,"" jelas Dharma.
Saksikan juga video: Cerita Dharma Pongrekun Dibuat Pusing Cari Dana Bayar Saksi
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=1&result_type=relevansi
"Singapura Bakal Cairkan BLT Rp 10 Juta ke 1,5 Juta Warganya!",https://finance.detik.com/berita-ekonomi-bisnis/d-7422875/singapura-bakal-cairkan-blt-rp-10-juta-ke-1-5-juta-warganya,"Pemerintah Singapura akan menyalurkan voucher bantuan langsung tunai (BLT) kepada sekitar 1,5 juta warganya pada Agustus 2024 mendatang. Bantuan ini dimaksudkan untuk membantu biaya hidup warganya yang semakin mahal akibat tingginya harga sewa tempat tinggal.
Melansir dari CNA, Kamis (4/7/2024), nantinya setiap penerima bantuan akan mendapatkan voucher tunai senilai 450 dolar Singapura atau 850 dolar Singapura, setara dengan Rp 5.434.650 atau Rp 10.265.450 (kurs Rp 10.077/dolar Singapura). Jumlah ini hampir 30% lebih besar dibandingkan dengan BLT yang diberikan tahun sebelumnya.
""Penerima yang memenuhi syarat akan mendapatkan tambahan 150 dolar Singapura atau 100 dolar Singapura dibandingkan tahun lalu tergantung pada nilai tahunan rumah mereka,"" kata Kementerian Keuangan dalam keterangan resminya.
Secara rinci, untuk penerima manfaat dengan pendapatan hingga 34.000 dolar Singapura per tahun atau 2.833,33 dolar Singapura per bulan (Rp 28.551.500 per bulan) dan tinggal di rumah dengan biaya sewa tahunan hingga 21.000 dolar Singapura (Rp 211.617.000) akan menerima bantuan 850 dolar Singapura.
Sedangkan mereka yang tinggal di rumah dengan biaya sewa tahunan lebih dari 21.000 dolar Singapura hingga 25.000 dolar Singapura (Rp 211.617.000-251.925.000) akan menerima bantuan sebesar 450 dolar Singapura. Seluruh bantuan biaya hidup ini akan disalurkan dalam bentuk GST Voucher (GSTV) ke rekening digital atau koran yang terhubung dengan aplikasi PayNow, LifeSG atau GovCash.
Di luar itu sekitar 650.000 warga Singapura berusia 65 tahun ke atas yang memenuhi syarat juga akan mendapatkan bantuan kredit hingga 450 dolar Singapura ke Akun MediSave CPF mereka pada bulan Agustus 2024 ini.
Secara total, Pemerintah Singapura akan menyaluran GSTV berjumlah 1,4 miliar dolar Singapura atau setara dengan Rp 14,07 triliun dalam bentuk tunai ke rekening masing-masing penerima. Jumlah ini sekitar 200 juta dolar Singapura lebih banyak dibandingkan tahun 2023.
""Penerima pembayaran tunai dan MediSave GSTV yang memenuhi syarat akan secara otomatis menerima pembayaran jika mereka telah mendaftar untuk skema pencairan pemerintah,"" jelas Kemenkeu Singapura.
""Warga negara dapat memeriksa kelayakan mereka untuk mendapatkan manfaat di situs web govbenefits -govbenefits.gov.sg- dengan masuk menggunakan Singpass mereka,"" tambah lembaga itu lagi.
Mereka yang belum mendaftar untuk skema BLT ini dapat mendaftarkan diri di situs web govbenefits paling lambat tanggal 9 Juli 2024 untuk mendapat bantuan ini pada awal Agustus nanti. Sedangkan mereka yang mendaftar setelah tanggal 9 Juli hingga paling lambat 20 Juni 2025 akan menerima pembayaran pada akhir bulan berikutnya.
Nantinya warga yang memenuhi syarat akan diberitahu pada Agustus mendatang setelah pembayaran dicairkan melalui kotak masuk aplikasi Singpass mereka.
""Mereka yang tidak memiliki rekening bank yang terhubung dengan PayNow-NRIC (National Registration Identity Card/KTP Singapura) dapat memperbarui informasi rekening bank mereka di situs govbenefits paling lambat tanggal 26 Juli untuk menerima pembayaran mulai tanggal 12 Agustus,"" imbuh Kemenkeu Singapura.
Lihat juga Video 'Penampakan Tumpahan Minyak di Pantai Pulau Sentosa Singapura':
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=2
"Simak Skema Pencairan, Jadwal dan Syarat Menerima BLT BBM 2025",https://www.detik.com/jatim/berita/d-7755664/simak-skema-pencairan-jadwal-dan-syarat-menerima-blt-bbm-2025,"Bantuan langsung tunai (BLT) bahan bakar minyak (BBM) untuk tahun 2025 kembali digulirkan. Salah satu bantuan sosial dari pemerintah ini didesain untuk membatu masyarakat dalam menghadapi dampak kenaikan harga BBM dan inflasi global yang mempengaruhi daya beli, terutama bagi keluarga rentan.
Program ini juga menjadi upaya pemerintah untuk mengalihkan subsidi BBM yang berbasis komoditas menjadi subsidi berdasarkan penerima. Langkah ini dinilai lebih efektif dalam mendukung masyarakat Indonesia yang membutuhkan dan menghindari bengkaknya dana subsidi karena tidak tepat sasaran.
Penyaluran dana BLT BBM kali ini akan menggunakan skema digital yang lebih modern guna memastikan transparansi dan akurasi penerima. Dengan pendekatan berbasis teknologi, bantuan ini diharapkan tepat sasaran dan sesuai dengan kebutuhan masyarakat terutama bagi mereka yang membutuhkan.
Meski jadwal pencairan BLT BBM 2025 belum diumumkan secara resmi, informasi seperti skema, syarat penerima, dan mekanisme pencairan telah diumumkan. Berikut rincian tentang BLT BBM dirangkum dari berbagai sumber.
Pemerintah mengumumkan syarat mendapatkan BLT BBM 2025. Persyaratan ini ditetapkan agar bantuan yang diterima lebih tepat sasaran. Berikut persyaratannya yang perlu diperhatikan dan dipersiapkan.
Bagi masyarakat yang memenuhi syarat, berikut langkah-langkah pencairan dana.
Jadwal resmi pencairan BLT BBM 2025 belum diumumkan pemerintah. Untuk mengetahui informasi terbaru, simak informasinya melalui situs resmi Kementerian Sosial dan kanal komunikasi resmi lainnya.
Merangkum dari berbagai sumber, ada tiga tujuan utama dari program BLT 2025. Berikut tujuan penyaluran BLT 2025.
Itu diadetikersinformasi tentang BLT BBM 2025. Pantau terus informasi seputar BLT BBM 2025 agar tidak ketinggalan informasi terbaru.",https://www.detik.com/search/searchall?query=blt&page=2
Eks Kades di Purwakarta Jadi Tersangka Korupsi BLT Dana Desa,https://www.detik.com/jabar/hukum-dan-kriminal/d-7755502/eks-kades-di-purwakarta-jadi-tersangka-korupsi-blt-dana-desa,"Acep Djuhdiana Wireja, mantan Kepala Desa Pangkalan, Kecamatan Bojong, Kabupaten Purwakarta, Jawa Barat ditetapkan menjadi tersangka oleh Polres Purwakarta.
Eks kades itu diduga korupsi dengan melakukan pemotongan Bantuan Langsung Tunai (BLT) Dana Desa, yang seharusnya diterima oleh 120 keluarga penerima manfaat (KPM). ""Tersangka melakukan pemotongan Dana BLT mulai dari Rp 300 ribu sampai Rp 900 ribu, jadi tidak sama. Atas tindakan pelaku kerugian negara diperkirakan mencapai Rp 707.444.429 berdasarkan hasil audit,"" ujar Kapolres Purwakarta, AKBP Lilik Ardiansyah saat pers rilis di Mapolres Purwakarta, Kamis (30/01/2025).
Adapun dana BLT ini merupakan dana yang bersumber dari APBN tahun 2022 sebesar Rp 1.042.646.000, yang disalurkan kepada KPM setiap tiga bulan sekali. Selain pemotongan dana BLT, ditemukan juga penyalahgunaan dana desa untuk kegiatan non-BLT yang tidak sesuai dengan anggaran, yang disetujui dalam Rencana Anggaran Pendapatan Desa (RAP Desa).
Tersangka ini juga diketahui tidak melibatkan pihak keuangan dan Tim Pengelola Kegiatan (TPK) dalam pengelolaan dana desa, yang menyebabkan kesulitan dalam pembuatan laporan pertanggungjawaban. ""KPM hanya menerima sebagian dari dana yang seharusnya mereka terima setiap tiga bulan sekali. Sebagian besar uang yang dikorupsi digunakan untuk kepentingan pribadi tersangka,"" katanya.
Lilik menyebutkan, penyelidikan lebih lanjut masih dilakukan. Kepolisian tidak menutup kemungkinan adanya tersangka lain.
""Kami akan terus melakukan pemantauan dan terbuka bagi masyarakat atau media yang memiliki informasi terkait dugaan penyelewengan dana desa lainnya,"" ujarnya.
Dari kasus korupsi dana desa tersebut, Lilik mengatakan bahwa pihaknya mengamankan barang bukti berupa dokumen perencanaan dana desa, pelaksanaan dana desa dan laporan pertanggungjawaban dana desa di tahun 2022.
Acep Djuhdiana Wireja tersangka kasus korupsi ini, terjerat Pasal 2 dan 3 Undang-Undang RI Nomor 31 Tahun 1999 tentang Pemberantasan Tindak Pidana Korupsi yang sebagaimana sudah diubah UU RI Nomor 20 Tahun 2001.
""Tersangka terancam hukuman maksimal penjara seumur hidup dan denda paling banyak Rp 1 miliar,"" Pungkasnya.",https://www.detik.com/search/searchall?query=blt&page=2
"Video Hasan Janji Tingkatkan BLT untuk Atasi Kemiskinan, Surya: Itu Normatif",https://20.detik.com/detikupdate/20241030-241030172/video-hasan-janji-tingkatkan-blt-untuk-atasi-kemiskinan-surya-itu-normatif,"Cawagub Sumut nomor urut 1, Surya, mengomentari jawaban Hasan Basri soal upaya mengurangi kemiskinan. Ia menilai seluruh jawaban Hasan normatif.",https://www.detik.com/search/searchall?query=blt&page=2
Bocoran 3 Skema Pengalihan Subsidi Menjadi BLT,https://finance.detik.com/energi/d-7637326/bocoran-3-skema-pengalihan-subsidi-menjadi-blt,"Pemerintah bakal mengubah skema penyaluran subsidi energi, BBM dan listrik, agar lebih tepat sasaran. Menteri Eenergi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia pun membeberkan tiga skema disiapkan pemerintah.
Skema tersebut disiapkan oleh tim khusus bentukan Presiden Prabowo Subianto lewat rapat terbatas (ratas), dan tugasnya merumuskan formulasi untuk subsidi energi.
""Presiden Prabowo membentuk tim, yang mana tim itu adalah subsidi tepat sasaran. Dalam ratas sudah diputuskan, di mana kami yang ditugaskan sebagai ketua tim dari ESDM. Rapat kami sudah lakukan 2-3 kali. Sekarang tim lagi bekerja, lagi mencari formulasi,"" katanya dalam rapat kerja dengan Komisi XII DPR RI di Senayan, Jakarta Pusat, Rabu (13/11/2024).
Skema pertama, mengalihkan subsidi BBM menjadi bantuan langsung tunai (BLT). Namun, menurut Bahlil rumah sakit, transportasi, sekolah, hingga rumah ibadah yang selama ini menikmati subsidi, ke depannya tidak akan mendapat subsidi lagi.
""Kalau ini kita alihkan ke BLT maka rumah sakit, sekolah, gereja, masjid, yang selama ini mendapatkan subsidi, itu berarti nggak dapat. UMKM dan segala macamnya, transportasi umum,"" beber Bahlil.
Kedua, tetap menggunakan BLT, dan semua fasilitas umum tetap mendapat subsidi. Hal ini bertujuan untuk menahan laju inflasi.Ketiga, disiapkan agar sebagian yang disubsidi adalah barang.
""Hari ini saya belum bisa menjelaskan secara detail, karena masih dalam pembahasan,"" tutur Bahlil.
Bahlil menamahkan akan melapor dulu kepada Prabowo terkait ketiga formulasi tersebut. Setelah ada keputusan baru selanjutnya mengajukan ke DPR.
Pada kesempatan itu Bahlil menyebut skema subsidi terhadap LPG tidak akan diubah menjadi BLT, karena ada aspirasi dari pelaku UMKM.
Simak juga video: Ronal Surapradja Janji Beri Subsidi Rp 1 Juta/Bulan buat Bumil
[Gambas:Video 20detik]",https://www.detik.com/search/searchall?query=blt&page=2
Mantan Kades di Muratara Jadi Tersangka Kasus Korupsi Dana BLT,https://www.detik.com/sumbagsel/hukum-dan-kriminal/d-7724451/mantan-kades-di-muratara-jadi-tersangka-kasus-korupsi-dana-blt,"Kejaksaan Negeri Lubuklinggau menetapkan mantan Kepala Desa (Kades) Lubuk Mas, Musi Rawas Utara (Muratara), Sumatera Selatan (Sumsel), Saharudin sebagai tersangka kasus korupsi penyelewengan bantuan langsung tunai (BLT) pembangunan fiktif dan gaji perangkat desa tahun 2020 dan 2021.
Kepala Kejari Lubuklinggau Anita Asterida membenarkan penetapan Saharudin sebagai tersangka kasus korupsi tersebut.
""Benar, kami melakukan penahanan terhadap tersangka atas nama Saharudin terkait dugaan tindak pidana korupsi yang diduga melanggar Pasal 2 Ayat 1 Jo Pasal 18 ayat 1 huruf d, Ayat 2 dan 3 Undang-undang Tindak Pidana Korupsi,"" katanya saat dikonfirmasi detikSumbagsel, Kamis (9/1/2025).
""Proses penyelidikan perkara ini memang memakan waktu yang cukup lama dikarenakan tersangka ini tidak kooperatif sejak awal,"" sambungnya.
Anita menjelaskan Saharudin terbukti melakukan tindak pidana korupsi dalam pengelolaan keuangan dana Desa Lubuk Mas, Kecamatan Rawas Ulu, Muratara, Sumatera Selatan tahun 2020 dan 2021.
""Nah yang dilakukan tersangka ini adalah mengelola anggaran dana desa secara mandiri, artinya tersangka tidak melibatkan aparatur yang lain. Tersangka juga tidak memberikan BLT sesuai yang seharusnya diterima oleh para penerima BLT, kemudian tidak membayar jasa marbot, honor guru PAUD, dan sebagainya,"" jelasnya.
Anita mengungkapkan di tahun 2020, sebanyak 136 orang penerima BLT tidak diberikan haknya oleh tersangka. Kemudian sebanyak 60 orang di tahun 2021.
""Dari sekian banyak yang sudah kami mintai keterangan, ini masih juga ada beberapa yang belum selesai kami mintai keterangannya, kurang lebih hanya sekitar sepertiga saksi saja,"" ujarnya.
Untuk sementara, Anita mengungkapkan perhitungan kerugian negara yang dilakukan oleh penyidik pada tahun 2020 berkisar Rp 403.800.000, kemudian di tahun 2021 sebesar Rp 452.213.150. Jika di total dalam dua tahun itu, kerugian keuangan negara berkisar Rp 856.013.150.
""Kalau kita bisa mengumpulkan semua keterangan atau surat pernyataan dari saksi-saksi, kalau dihitung itu bisa hampir Rp 1 miliar sebenarnya,"" jelasnya.
Anita menyatakan saat ini tersangka dilakukan penahanan di Rutan Kelas IIA Lubuklinggau selama 20 hari ke depan.
""Kami berharap dengan penahanan ini kami bisa melanjutkan proses baik terhadap tersangka juga terhadap beberapa saksi yang belum selesai kami mintai keterangan,"" ujarnya.",https://www.detik.com/search/searchall?query=blt&page=2
Bahlil Pastikan Ada BLT buat Pengganti Subsidi BBM dan Listrik,https://finance.detik.com/energi/d-7721670/bahlil-pastikan-ada-blt-buat-pengganti-subsidi-bbm-dan-listrik,"Menteri Energi dan Sumber Daya Mineral (ESDM) Bahlil Lahadalia mengatakan akan mengumumkan skema baru penyaluran subsidi Bahan Bakar Minyak (BBM) dan listrik tahun ini. Rencananya kedua subsidi ini akan diberikan melalui skema Bantuan Langsung Tunai (BLT).
Rencananya pengumuman tersebut akan dilakukan setelah pemerintah selesai menghimpun data masyarakat yang berhak menjadi penerima subsidi. Sebab nantinya pemerintah akan menggunakan data tunggal yang dihimpun oleh Badan Pusat Statistik (BPS).
""Kita akan mengumumkan nanti di tahun ini, doakan saja kalau datanya sudah selesai. Karena datanya ini kan jangan sampai tumpang tindih,"" kata Bahlil saat ditemui wartawan di Kantor BPH Migas, Selasa (7/1/2024).
""Selama ini kan datanya kan antara Kemensos lain, Pertamina lain, PLN lain. Sekarang datanya semua dikumpul ke satu pintu lewat BPS. Sudah 3 kali perubahan, sudah tinggal sedikit lagi,"" ucapnya lagi.
Menurutnya proses penyelarasan data ini sangatlah penting agar skema penyaluran subsidi BBM dan listrik baru ini akan lebih tepat sasaran. Saat ini proses pengumpulan data sudah mencapai 98% alias hampir rampung.
""Karena kita tidak ingin data-data penerima peralihan subsidi itu tidak tepat sasaran. Karena temanya ini kan adalah subsidi tepat sasaran. Prosesnya 98% lah ya, doain ya,"" terang Bahlil.
Meski begitu, hingga saat ini Bahlil masih enggan untuk membeberkan lebih lanjut terkait skema baru penyaluran subsidi BBM dan Listrik yang akan digunakan pemerintah karena masih dalam tahap pembahasan. Namun ia memastikan skema baru yang akan diterapkan pemerintah nanti tidak akan jauh-jauh dari yang pernah disampaikan sebelumnya, yakni melalui pemberian BLT.
""Nanti kalau sudah final semua kita umumkan, termasuk skema dan lain-lainnya. Tapi yang pernah saya ngomong itu tidak akan bergeser jauh-jauh dari situ,"" pungkasnya.
Sebagai informasi, sebelumnya Bahlil pernah menyampaikan bahwa penyaluran subsidi BBM dan listrik ini diubah menjadi skema BLT. Namun, tidak menutup kemungkinan akan dibuat beberapa opsi lainnya. ""Opsi A bisa ke BLT langsung, opsi B-nya nanti kita lagi pikirkan. Ada beberapa opsi lah, tapi belum ada keputusan,"" kata Bahlil di Kementerian ESDM, Jumat (1/11/2024) lalu.
Bahlil menambahkan perubahan skema subsidi itu diarahkan untuk BBM dan listrik dulu. Sedangkan perubahan subsidi LPG 3 kg belum dibahas karena menyangkut keberlangsungan UMKM dan rumah tangga. ""Tapi kita akan mencoba untuk mencari formulasi listrik dan BBM,"" ucapnya.",https://www.detik.com/search/searchall?query=blt&page=2
4.657 Buruh Rokok di Kediri Dapat BLT Rp 1 Juta,https://finance.detik.com/foto-bisnis/d-7535678/4-657-buruh-rokok-di-kediri-dapat-blt-rp-1-juta,Kediri- 4.657 buruh pabrik rokok di Kediri mendapatkan bantuan langsung tunai (BLT). BLT itu disalurkan masing-masing sebesar 1 juta per orang.,https://www.detik.com/search/searchall?query=blt&page=2
"BLT Mitigasi Risiko Pangan Tak Kunjung Cair, Ini Dalih Airlangga",https://finance.detik.com/berita-ekonomi-bisnis/d-7313379/blt-mitigasi-risiko-pangan-tak-kunjung-cair-ini-dalih-airlangga,"Bantuan Langsung Tunai (BLT) mitigasi risiko pangan sebesar Rp 600 ribu tak kunjung cair. Realisasi bantuan tersebut mundur dari yang ditargetkan pemerintah.
Terkait itu, Menteri Koordinator Bidang Perekonomian Airlangga Hartarto buka suara. Ia menyebut saat ini pencairan BLT mitigasi risiko pangan sedang melihat seluruh postur dari Anggaran Pendapatan dan Belanja Negara (APBN). Ia juga belum bisa memastikan kapan bantuan itu akan cair.
""BLT mitigasi risiko pangan kita sedang melihat seluruh postur dari APBN. (Dicairkannya kapan?) Nanti kita lihat lagi,"" kata Airlangga kepada wartawan di kantornya, Jakarta Pusat, Senin (22/4/2024).
Airlangga membantah jika program tersebut terkendala pada anggaran dan data penerima.
""Nggak ada kendala. Anggarannya pasti ada. (Kenapa belum cair?) Tunggu saja,"" imbuhnya.
Sebagai informasi, pemerintah berencana memberikan BLT mitigasi risiko pangan. Bantuan itu awalnya direncanakan untuk periode Januari-Februari-Maret 2024 sebesar Rp 200 ribu per bulan.
PencairanBLTmitigasi risiko pangan akan dilakukan dengan cara dirapel atau diberikan sekaligus sebesar Rp 600 ribu. Anggaran untuk program ini mencapai Rp 11,25 triliun dengan target 18,8 juta Keluarga Penerima Manfaat (KPM).",https://www.detik.com/search/searchall?query=blt&page=2
